PairIndividuals	Rel	Zup	Zdown	P0_mean	Nonnormalized_P0	Nonnormalized_P0_serr	1st_Type	Perc_Win_1stdeg_P0	OverlapNSNPs	NSNPsXNorm	KinshipCoefficient	KinshipCoefficient_95percCI[min,max]
MS11770,MS11771	Unrelated/Consistent with Third Degree	0.7756719875238066	0.7216775941842036	0.9288423442599133	0.3908769170271333	0.013173952507356028	N/A	0.7286821705426356	2543	1070.1493166657935	0.0711576557400867	0.8674839272794249,0.9902007612404017
MS11770,MS11774	Unrelated	NA	8.099661754223874	1.1453274572227732	0.481978527607362	0.012421377581498146	N/A	0.813953488372093	2608	1097.5027203556388	-0.14532745722277318	1.0874741998429487,1.2031807146025977
MS11770,MS11775	Unrelated	NA	3.2983064430194386	1.017898471451087	0.42835365853658536	0.014244912858323154	N/A	0.7054263565891473	1968	828.1768994094698	-0.017898471451087028	0.9515519970332031,1.084244945868971
MS11771,MS11674	Unrelated	NA	5.422237038595249	1.0016215008045908	0.42150395778364114	0.007401813462273719	N/A	0.7829457364341085	7580	3189.8276918311894	-0.0016215008045907808	0.9671471426667131,1.0360958589424685
MS11771,MS11675	Unrelated	NA	3.6874659040566335	0.9824198366655357	0.41342348284960423	0.008692666727742108	N/A	0.6846153846153846	6064	2551.862153464952	0.017580163334464327	0.9419332576031474,1.022906415727924
MS11771,MS11676	Unrelated	NA	6.249290757147818	1.0023833370562256	0.421824554930357	0.0064735320897587705	N/A	0.6793893129770993	10841	4562.126913870967	-0.0023833370562256206	0.972232501073008,1.0325341730394433
MS11771,MS11677	Unrelated	NA	10.765434521742776	1.1065376809475667	0.46565495207667734	0.007829259583597838	N/A	0.8549618320610687	7512	3161.2118233556594	-0.10653768094756666	1.0700724687107195,1.1430028931844138
MS11771,MS11678	Unrelated/Consistent with Third Degree	0.5280360721333209	1.7193182590976617	0.942111298005045	0.39646077930917134	0.008777437541647412	N/A	0.6846153846153846	5877	2473.168515157243	0.057888701994954994	0.9012298941590944,0.9829927018509956
MS11771,MS11679	Unrelated	NA	4.513837169939525	0.9917076101809373	0.4173319785164755	0.007967147791737841	N/A	0.6641221374045801	6889	2899.0399695283727	0.008292389819062662	0.9546001759407072,1.0288150444211674
MS11771,MS11683	Unrelated	NA	4.755629029964174	0.9948538771095289	0.41865599558437977	0.007840482231418498	N/A	0.6183206106870229	7247	3049.694100620136	0.0051461228904711165	0.9583363947658767,1.031371359453181
MS11771,MS11684	Third Degree	0.4749304655722941	1.9437660741323337	0.9439207177726727	0.3972222222222222	0.008155637531419997	N/A	0.6793893129770993	7200	3029.9154856444015	0.056079282227327276	0.9059353820797462,0.9819060534655992
MS11771,MS11686	Unrelated	NA	3.1195679067086712	0.9584720211142174	0.4033457249070632	0.007044614795554078	N/A	0.5725190839694656	9684	4075.2363281917205	0.041527978885782635	0.9256613356459671,0.9912827065824676
MS11771,MS11774	Unrelated	NA	12.463130571973442	1.2046295426681455	0.5069341258048539	0.010074880817785093	N/A	0.8992248062015504	4038	1699.2776015322354	-0.20462954266814548	1.1577052245562345,1.2515538607800565
MS11774,MS11674	Unrelated	NA	17.583187913146734	1.2309144497108397	0.5179953823169904	0.007770252602436743	N/A	0.9615384615384616	7363	3098.5094056666294	-0.23091444971083974	1.1947240657726996,1.2671048336489799
MS11774,MS11675	Unrelated	NA	16.244105559720204	1.222133019255206	0.5142999667442634	0.008183300433491237	N/A	0.9302325581395349	6014	2530.8210737035324	-0.222133019255206	1.1840188420563436,1.2602471964540685
MS11774,MS11676	Unrelated	NA	21.438639264302974	1.2302522788794348	0.5177167265314048	0.006359879196377259	N/A	0.9769230769230769	10301	4334.883252447637	-0.23025227887943478	1.2006307875723305,1.259873770186539
MS11774,MS11677	Unrelated	NA	19.202395768387973	1.2557488572329503	0.5284462373069968	0.007659287330875388	N/A	0.9538461538461539	7189	3025.2864480968897	-0.25574885723295027	1.2200753002227205,1.29142241424318
MS11774,MS11678	Unrelated	NA	15.193129690633672	1.2080467805762531	0.5083721733126186	0.008359212698301793	N/A	0.9153846153846154	5793	2437.8195011580583	-0.20804678057625314	1.16911328221389,1.2469802789386162
MS11774,MS11679	Unrelated	NA	18.241716774098983	1.2336806428313303	0.519159456118665	0.007553559083790961	N/A	0.9615384615384616	6472	2723.5573643181347	-0.23368064283133028	1.1984995210160505,1.26886176464661
MS11774,MS11683	Unrelated	NA	18.251804249892913	1.2341045037807774	0.5193378259595663	0.007559157078109041	N/A	0.9615384615384616	6826	2872.5282090289843	-0.2341045037807774	1.198897308995413,1.269311698566142
MS11774,MS11684	Unrelated	NA	15.412944367712553	1.2020131328614687	0.505833084056237	0.008075258718330208	N/A	0.9465648854961832	6686	2813.6131856970096	-0.2020131328614687	1.1644021659638757,1.2396240997590617
MS11774,MS11686	Unrelated	NA	17.775013297708288	1.2165665695499932	0.5119574844995571	0.007346712581118916	N/A	0.9389312977099237	9032	3800.8606481028105	-0.2165665695499932	1.1823488468326546,1.2507842922673318
MS11775,MS11670	Unrelated	NA	1.553182780861622	0.9678375045258883	0.4072869225764476	0.01668660779663191	N/A	0.728	1537	646.8027918660341	0.03216249547411165	0.8901187000437932,1.0455563090079834
MS11775,MS11674	Unrelated	NA	7.007295407823936	1.0476005537685342	0.44085293619901844	0.008488776633688817	N/A	0.7461538461538462	5909	2486.6348062045513	-0.047600553768534226	1.0080636041664106,1.0871375033706578
MS11775,MS11675	Unrelated	NA	7.025995582555217	1.0595724490443243	0.4458909682668836	0.009183239134302273	N/A	0.7829457364341085	4916	2068.758962142761	-0.05957244904432435	1.0168010016962767,1.102343896392372
MS11775,MS11676	Unrelated	NA	8.20716017432635	1.0457105987283357	0.4400576023040922	0.007150832977764035	N/A	0.7461538461538462	8333	3506.7063530381665	-0.045710598728335716	1.0124051961650216,1.0790160012916499
MS11775,MS11677	Unrelated	NA	11.968411760013751	1.1486915067940644	0.48339419231438013	0.008524491276237249	N/A	0.8372093023255814	5751	2420.144994158466	-0.1486915067940644	1.108988214256624,1.1883947993315047
MS11775,MS11678	Unrelated	NA	6.967007622996444	1.065598250324361	0.4484267555740779	0.009624962182761274	N/A	0.8359375	4799	2019.5228355010395	-0.06559825032436106	1.0207694532946514,1.1104270473540707
MS11775,MS11679	Unrelated	NA	6.667969929091864	1.047470748323649	0.4407983112646325	0.008912568775936072	N/A	0.7769230769230769	5211	2192.901332735136	-0.04747074832364895	1.0059599632334635,1.0889815334138344
MS11775,MS11683	Unrelated	NA	7.874357819374482	1.067937902801204	0.449411331861663	0.008640928282243138	N/A	0.8307692307692308	5436	2287.586191661523	-0.06793790280120393	1.0276922984281562,1.1081835071742516
MS11775,MS11684	Unrelated	NA	6.270726098945886	1.0350483806800481	0.43557071069633885	0.008643518974576554	N/A	0.7846153846153846	5572	2344.817928612584	-0.03504838068004812	0.9947907100132763,1.07530605134682
MS11775,MS11686	Unrelated	NA	6.557192816685477	1.0216818821397546	0.4299457994579946	0.007408083022762355	N/A	0.6923076923076923	7380	3105.663372785512	-0.021681882139754638	0.9871783231749777,1.0561854411045315
MS11775,MS11771	Unrelated	NA	4.921311463320723	1.0467144673467725	0.44048005189750244	0.01201112379542204	N/A	0.75	3083	1297.3929780891237	-0.04671446734677254	0.9907719898076849,1.1026569448858603
MS11775,MS11774	Unrelated	NA	11.003189396220922	1.2008420099130335	0.5053402502288679	0.011266795025424017	N/A	0.875	3277	1379.032367563431	-0.20084200991303347	1.1483662850447642,1.2533177347813027
